"Nr OKW";"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Robert BIEDROŃ";"Krzysztof BOSAK";"Andrzej Sebastian DUDA";"Szymon Franciszek HOŁOWNIA";"Marek JAKUBIAK";"Władysław Marcin KOSINIAK-KAMYSZ";"Mirosław Mariusz PIOTROWSKI";"Paweł Jan TANAJNO";"Rafał Kazimierz TRZASKOWSKI";"Waldemar Włodzimierz WITKOWSKI";"Stanisław Józef ŻÓŁTEK";"Liczba obwodów"
23;"142405";"gmina wiejska";"gm. Świercze";"pułtuski";"mazowieckie";3427;3822;1128;2299;1;15;17;17;0;0;0;0;17;2316;17;0;2316;14;5;9;0;2302;42;162;1346;252;4;90;0;4;392;0;10;5
23;"142406";"gmina wiejska";"gm. Winnica";"pułtuski";"mazowieckie";2908;3240;807;2101;17;13;16;16;5;1;0;0;10;2111;10;0;2111;11;1;10;0;2100;39;140;1313;185;8;146;2;1;263;0;3;4
23;"142407";"gmina wiejska";"gm. Zatory";"pułtuski";"mazowieckie";2967;4003;414;2553;2;38;14;14;0;0;0;0;14;2567;14;0;2567;10;2;8;0;2557;30;150;1697;207;3;100;1;2;360;1;6;6
25;"142501";"gmina miejska";"m. Pionki";"radomski";"mazowieckie";13584;14633;4802;8782;4;48;85;79;4;0;0;0;75;8857;75;1;8856;19;5;14;0;8837;184;574;4437;1068;20;212;5;13;2303;7;14;17
25;"142502";"gmina wiejska";"gm. Gózd";"radomski";"mazowieckie";5354;6942;610;4744;10;12;34;33;0;0;0;0;33;4776;33;0;4776;24;10;14;0;4752;33;317;3485;368;11;98;4;7;423;0;6;6
25;"142503";"gmina miejsko-wiejska";"gm. Iłża";"radomski";"mazowieckie";11047;12197;4169;6878;4;38;61;59;2;0;0;1;56;6934;56;0;6934;16;2;14;0;6918;104;462;4226;647;10;317;6;2;1126;8;10;16
25;"142504";"gmina wiejska";"gm. Jastrzębia";"radomski";"mazowieckie";4346;5542;659;3687;7;12;35;35;0;0;0;0;35;3722;35;0;3722;14;4;10;0;3708;31;274;2502;310;6;94;1;11;472;1;6;8
25;"142505";"gmina wiejska";"gm. Jedlińsk";"radomski";"mazowieckie";10063;11032;2951;7112;23;18;22;22;1;0;0;0;21;7133;21;0;7133;33;13;20;0;7100;105;492;4784;635;12;173;5;9;866;10;9;9
25;"142506";"gmina wiejska";"gm. Jedlnia-Letnisko";"radomski";"mazowieckie";7784;10203;935;6849;3;44;88;84;5;0;0;0;79;6926;79;1;6925;30;10;20;0;6895;81;519;4116;710;10;139;7;7;1285;8;13;7
25;"142507";"gmina wiejska";"gm. Kowala";"radomski";"mazowieckie";7246;9278;1131;6115;0;15;62;59;5;0;2;0;52;6168;52;1;6167;15;9;6;0;6152;69;584;3804;599;10;143;13;9;906;6;9;7
25;"142508";"gmina wiejska";"gm. Pionki";"radomski";"mazowieckie";7470;8148;2449;5021;5;29;31;31;0;0;0;0;31;5052;31;0;5052;27;6;21;0;5025;78;319;3320;415;5;110;3;8;760;4;3;9
25;"142509";"gmina wiejska";"gm. Przytyk";"radomski";"mazowieckie";4324;5755;593;3731;0;20;21;20;1;0;0;0;19;3750;19;0;3750;11;3;8;0;3739;26;175;2908;225;9;100;4;1;282;2;7;5
25;"142510";"gmina miejsko-wiejska";"gm. Skaryszew";"radomski";"mazowieckie";9055;11339;1599;7456;10;24;68;68;3;0;0;0;65;7519;65;0;7519;37;14;23;0;7482;73;433;5384;601;11;175;2;6;782;4;11;9
25;"142511";"gmina wiejska";"gm. Wierzbica";"radomski";"mazowieckie";5837;7559;1277;4560;6;23;24;23;0;0;0;0;23;4583;23;0;4583;14;5;9;0;4569;55;392;2968;459;10;113;2;6;559;0;5;7
25;"142512";"gmina wiejska";"gm. Wolanów";"radomski";"mazowieckie";6284;6995;1754;4530;8;16;69;69;0;0;0;0;69;4599;69;0;4599;25;4;21;0;4574;39;337;3187;327;12;143;0;8;512;3;6;6
25;"142513";"gmina wiejska";"gm. Zakrzew";"radomski";"mazowieckie";9076;9975;2137;6939;10;25;40;40;2;0;0;0;38;6976;38;0;6976;45;9;36;0;6931;83;468;4714;579;11;138;9;6;906;2;15;8
26;"142601";"gmina wiejska";"gm. Domanice";"siedlecki";"mazowieckie";1903;2072;520;1383;0;5;8;8;2;0;0;0;6;1389;6;0;1389;5;1;4;0;1384;16;122;1048;84;0;27;0;0;85;0;2;3
26;"142602";"gmina wiejska";"gm. Korczew";"siedlecki";"mazowieckie";2012;2227;678;1334;6;19;12;11;0;0;0;0;11;1345;11;0;1345;4;1;3;0;1341;20;96;875;76;0;85;0;0;185;0;4;4
26;"142603";"gmina wiejska";"gm. Kotuń";"siedlecki";"mazowieckie";6117;6726;1857;4259;0;28;44;43;0;1;0;0;42;4302;42;0;4302;20;1;19;0;4282;75;332;2721;410;7;141;3;4;578;1;10;7
26;"142604";"gmina wiejska";"gm. Mokobody";"siedlecki";"mazowieckie";3662;4026;1026;2636;4;19;8;8;0;0;0;0;8;2644;8;0;2644;3;0;3;0;2641;26;221;1935;161;8;64;5;2;214;3;2;3
26;"142605";"gmina miejsko-wiejska";"gm. Mordy";"siedlecki";"mazowieckie";4288;4639;1396;2892;1;15;20;20;0;0;0;0;20;2912;20;2;2910;7;3;4;0;2903;38;228;1972;212;8;97;5;4;326;4;9;6
26;"142606";"gmina wiejska";"gm. Paprotnia";"siedlecki";"mazowieckie";1873;2071;454;1419;3;4;16;16;2;0;0;0;14;1432;14;0;1432;5;2;3;0;1427;4;134;1088;58;4;57;1;1;78;1;1;2
26;"142607";"gmina wiejska";"gm. Przesmyki";"siedlecki";"mazowieckie";2397;2657;729;1668;0;16;22;22;2;0;0;0;20;1688;20;0;1688;5;3;2;0;1683;9;109;1302;69;4;65;1;0;120;1;3;5
26;"142608";"gmina wiejska";"gm. Siedlce";"siedlecki";"mazowieckie";12940;14089;3610;9330;0;43;67;63;3;0;2;0;58;9388;58;0;9388;27;7;20;0;9361;151;869;5617;911;20;297;16;11;1444;5;20;8
26;"142609";"gmina wiejska";"gm. Skórzec";"siedlecki";"mazowieckie";5340;6105;1346;3994;0;25;19;17;1;0;1;0;15;4009;15;1;4008;17;4;13;0;3991;46;318;2942;240;5;104;6;3;315;3;9;6
26;"142610";"gmina wiejska";"gm. Suchożebry";"siedlecki";"mazowieckie";3372;3731;918;2454;0;3;11;11;0;0;0;0;11;2466;11;20;2446;14;4;10;0;2432;27;226;1686;154;7;72;2;0;254;2;2;4
26;"142611";"gmina wiejska";"gm. Wiśniew";"siedlecki";"mazowieckie";4139;4581;960;3179;3;11;38;38;4;0;0;0;34;3213;34;0;3213;15;1;14;0;3198;21;263;2421;186;7;72;2;3;213;3;7;5
26;"142612";"gmina wiejska";"gm. Wodynie";"siedlecki";"mazowieckie";3208;3536;984;2224;3;13;29;29;0;0;0;0;29;2253;29;0;2253;18;4;14;0;2235;17;131;1705;133;0;69;2;2;174;1;1;6
26;"142613";"gmina wiejska";"gm. Zbuczyn";"siedlecki";"mazowieckie";7135;7798;1749;5386;0;28;31;30;0;0;2;0;28;5414;28;0;5414;21;5;16;0;5393;46;509;4004;327;7;133;12;9;335;3;8;9
24;"142701";"gmina miejska";"m. Sierpc";"sierpecki";"mazowieckie";12883;13954;4196;8687;28;65;18;15;1;0;0;0;14;8700;14;0;8700;27;7;20;0;8673;146;454;4129;1221;16;215;10;11;2446;8;17;16
24;"142702";"gmina wiejska";"gm. Gozdowo";"sierpecki";"mazowieckie";4291;4676;1704;2587;6;1;23;21;4;0;0;0;17;2604;17;0;2604;14;2;12;0;2590;31;198;1638;241;2;86;3;2;381;3;5;8
24;"142703";"gmina wiejska";"gm. Mochowo";"sierpecki";"mazowieckie";4380;4795;1766;2614;7;12;14;13;0;0;0;0;13;2627;13;0;2627;11;7;4;0;2616;41;160;1692;305;3;119;1;3;287;1;4;6
24;"142704";"gmina wiejska";"gm. Rościszewo";"sierpecki";"mazowieckie";2971;3300;1036;1935;3;9;57;57;3;0;0;0;54;1989;54;0;1989;8;3;5;0;1981;15;114;1453;117;4;91;2;1;184;0;0;5
24;"142705";"gmina wiejska";"gm. Sierpc";"sierpecki";"mazowieckie";4936;5382;1934;3002;10;25;19;19;0;0;0;0;19;3021;19;0;3021;8;4;4;0;3013;27;168;1875;375;5;101;5;6;442;2;7;6
24;"142706";"gmina wiejska";"gm. Szczutowo";"sierpecki";"mazowieckie";3131;3505;1164;1967;14;30;19;19;0;0;0;0;19;1986;19;0;1986;6;1;5;0;1980;30;95;1276;207;6;40;3;4;316;0;3;6
24;"142707";"gmina wiejska";"gm. Zawidz";"sierpecki";"mazowieckie";4811;5283;1685;3126;21;14;13;13;5;0;0;0;8;3134;8;0;3134;8;2;6;0;3126;32;184;2083;290;4;163;1;0;358;2;9;5
24;"142801";"gmina miejska";"m. Sochaczew";"sochaczewski";"mazowieckie";25164;27259;7443;17723;22;115;158;146;4;1;1;1;139;17862;139;4;17858;51;26;25;0;17807;368;1146;7527;2318;25;347;26;17;5972;22;39;23
24;"142802";"gmina wiejska";"gm. Brochów";"sochaczewski";"mazowieckie";2710;3624;496;2214;2;11;17;17;0;0;0;0;17;2230;17;0;2230;13;1;12;0;2217;31;163;1346;219;3;53;2;2;387;5;6;4
24;"142803";"gmina wiejska";"gm. Iłów";"sochaczewski";"mazowieckie";4456;4916;1436;3020;7;20;26;26;0;0;1;0;25;3044;25;0;3044;9;2;7;0;3035;27;184;1999;314;6;149;0;9;338;1;8;6
24;"142804";"gmina wiejska";"gm. Młodzieszyn";"sochaczewski";"mazowieckie";4051;4447;1378;2673;7;24;7;4;0;0;0;0;4;2677;4;0;2677;15;8;7;0;2662;33;146;1758;261;4;74;2;3;368;3;10;6
24;"142805";"gmina wiejska";"gm. Nowa Sucha";"sochaczewski";"mazowieckie";4738;5187;1411;3327;3;15;8;8;0;0;0;0;8;3335;8;0;3335;8;3;5;0;3327;36;210;1914;428;3;116;5;2;602;4;7;5
24;"142806";"gmina wiejska";"gm. Rybno";"sochaczewski";"mazowieckie";2473;2728;771;1702;0;6;9;9;0;0;0;0;9;1711;9;0;1711;5;0;5;0;1706;18;104;1113;181;7;81;0;3;196;1;2;4
24;"142807";"gmina wiejska";"gm. Sochaczew";"sochaczewski";"mazowieckie";7556;8356;2153;5403;0;25;45;41;3;0;0;0;38;5441;38;0;5441;29;10;19;0;5412;85;389;2790;646;16;189;3;9;1262;3;20;8
24;"142808";"gmina wiejska";"gm. Teresin";"sochaczewski";"mazowieckie";8169;8978;2222;5947;20;41;35;35;2;0;0;0;33;5979;33;1;5978;10;3;7;0;5968;131;418;3043;731;11;162;4;1;1443;6;18;8
26;"142901";"gmina miejska";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";13822;14974;3886;9936;15;83;73;72;3;0;0;0;69;10005;69;3;10002;38;15;23;0;9964;169;738;5156;1188;25;254;14;22;2360;13;25;9
26;"142902";"gmina wiejska";"gm. Bielany";"sokołowski";"mazowieckie";2796;2931;611;2185;10;8;8;8;0;0;0;0;8;2193;8;0;2193;13;2;11;0;2180;5;134;1704;119;2;63;2;4;140;1;6;3
26;"142903";"gmina wiejska";"gm. Ceranów";"sokołowski";"mazowieckie";1685;1850;534;1151;1;17;7;7;0;0;0;0;7;1158;7;0;1158;8;3;5;0;1150;3;59;885;65;2;43;2;1;89;0;1;3
26;"142904";"gmina wiejska";"gm. Jabłonna Lacka";"sokołowski";"mazowieckie";3431;3764;995;2436;14;29;8;8;0;0;0;0;8;2443;7;0;2443;10;3;7;0;2433;23;130;1745;170;4;97;2;4;256;1;1;5
26;"142905";"gmina miejsko-wiejska";"gm. Kosów Lacki";"sokołowski";"mazowieckie";4530;4965;1396;3134;2;29;32;32;2;0;0;1;29;3163;29;0;3163;8;3;5;0;3155;39;221;2246;183;5;110;2;2;338;6;3;7
26;"142906";"gmina wiejska";"gm. Repki";"sokołowski";"mazowieckie";3916;4271;1122;2794;1;28;30;30;0;0;0;0;30;2824;30;0;2824;10;2;8;0;2814;21;150;2043;181;7;164;4;1;236;1;6;6
26;"142907";"gmina wiejska";"gm. Sabnie";"sokołowski";"mazowieckie";2319;3020;407;1912;3;19;11;11;0;0;0;0;11;1923;11;0;1923;5;3;2;0;1918;13;120;1278;133;7;135;4;1;217;3;7;4
26;"142908";"gmina wiejska";"gm. Sokołów Podlaski";"sokołowski";"mazowieckie";4443;4882;1293;3150;0;20;44;44;8;0;0;0;36;3186;36;0;3186;12;3;9;0;3174;33;207;2116;286;6;120;9;1;387;1;8;7
26;"142909";"gmina wiejska";"gm. Sterdyń";"sokołowski";"mazowieckie";2979;3307;887;2092;0;39;26;26;0;0;0;0;26;2118;26;0;2118;2;1;1;0;2116;12;124;1398;169;4;117;4;8;274;1;5;5
25;"143001";"gmina wiejska";"gm. Chlewiska";"szydłowiecki";"mazowieckie";4555;4947;1799;2756;10;19;28;28;1;0;0;2;25;2781;25;0;2781;18;3;15;0;2763;41;163;1995;169;5;81;2;1;304;0;2;7
25;"143002";"gmina wiejska";"gm. Jastrząb";"szydłowiecki";"mazowieckie";3617;4138;1056;2561;1;6;41;41;0;0;0;0;41;2602;41;0;2602;7;3;4;0;2595;28;283;1743;227;9;61;1;1;232;2;8;3
25;"143003";"gmina wiejska";"gm. Mirów";"szydłowiecki";"mazowieckie";2771;3028;943;1828;3;3;21;21;1;0;0;0;20;1848;20;0;1848;17;4;13;0;1831;18;194;1377;98;1;26;2;3;107;4;1;3
25;"143004";"gmina wiejska";"gm. Orońsko";"szydłowiecki";"mazowieckie";4050;4640;1017;3033;2;20;27;27;1;0;1;0;25;3058;25;0;3058;8;2;6;0;3050;42;177;2147;244;8;66;2;6;353;2;3;6
25;"143005";"gmina miejsko-wiejska";"gm. Szydłowiec";"szydłowiecki";"mazowieckie";13469;14621;4464;9006;10;38;85;84;5;0;0;0;79;9085;79;0;9085;39;11;28;0;9046;125;814;5495;803;21;165;3;6;1588;9;17;11
21;"143201";"gmina miejsko-wiejska";"gm. Błonie";"warszawski zachodni";"mazowieckie";13407;16475;2153;11254;0;93;147;142;12;0;1;1;128;11382;128;1;11381;39;12;27;0;11342;265;688;4789;1445;22;227;10;19;3829;15;33;12
21;"143202";"gmina wiejska";"gm. Izabelin";"warszawski zachodni";"mazowieckie";6770;8409;397;6375;2;88;96;91;1;0;0;0;90;6465;90;1;6464;24;10;14;0;6440;132;430;2448;804;14;119;11;15;2427;21;19;5
21;"143203";"gmina wiejska";"gm. Kampinos";"warszawski zachodni";"mazowieckie";2692;3608;293;2399;1;32;50;47;3;0;1;0;43;2442;43;0;2442;7;3;4;0;2435;69;125;1298;287;7;66;5;2;570;4;2;2
21;"143204";"gmina wiejska";"gm. Leszno";"warszawski zachodni";"mazowieckie";6233;8123;809;5428;2;60;48;47;2;0;1;0;44;5472;44;1;5471;22;2;20;0;5449;137;275;2264;693;15;89;5;10;1937;10;14;6
21;"143205";"gmina miejsko-wiejska";"gm. Łomianki";"warszawski zachodni";"mazowieckie";17269;20609;1301;15968;11;232;187;176;1;0;2;0;173;16131;175;2;16129;45;21;24;0;16084;386;933;5122;2265;22;282;22;29;6939;39;45;13
21;"143206";"gmina miejsko-wiejska";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";16595;19090;2685;13905;2;133;163;160;26;0;0;0;134;14038;134;5;14033;38;19;19;0;13995;278;985;5426;2294;30;340;14;17;4552;23;36;21
21;"143207";"gmina wiejska";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";11924;14403;949;10964;3;149;135;127;3;0;0;0;124;11089;124;22;11067;34;12;22;0;11033;190;750;3841;1683;22;213;11;14;4276;12;21;8
26;"143301";"gmina miejska";"m. Węgrów";"węgrowski";"mazowieckie";9183;10009;2547;6636;5;39;58;55;2;0;0;0;53;6689;53;0;6689;22;3;19;0;6667;141;573;3002;899;13;177;25;13;1802;9;13;6
26;"143302";"gmina wiejska";"gm. Grębków";"węgrowski";"mazowieckie";3217;3610;1073;2144;7;23;29;26;2;0;0;0;24;2168;24;0;2168;19;2;17;0;2149;26;116;1523;177;2;55;3;1;241;0;5;3
26;"143303";"gmina wiejska";"gm. Korytnica";"węgrowski";"mazowieckie";4505;4959;1387;3118;2;17;26;26;1;0;0;0;25;3143;25;0;3143;18;5;13;0;3125;21;156;2342;233;4;70;5;2;289;0;3;5
26;"143304";"gmina wiejska";"gm. Liw";"węgrowski";"mazowieckie";5398;5977;1538;3860;0;52;28;28;0;0;0;0;28;3888;28;0;3888;12;4;8;0;3876;47;279;2431;389;4;123;3;5;585;2;8;6
26;"143305";"gmina miejsko-wiejska";"gm. Łochów";"węgrowski";"mazowieckie";12807;14173;3476;9341;13;122;89;86;3;0;0;0;83;9424;83;3;9421;34;14;20;0;9387;111;858;5588;1048;14;194;13;9;1517;7;28;16
26;"143306";"gmina wiejska";"gm. Miedzna";"węgrowski";"mazowieckie";2942;3225;816;2126;3;14;17;17;0;0;0;0;17;2143;17;0;2143;3;2;1;0;2140;15;139;1485;172;2;73;1;4;244;4;1;5
26;"143307";"gmina wiejska";"gm. Sadowne";"węgrowski";"mazowieckie";4271;4803;1151;3120;2;56;21;19;1;0;0;0;18;3138;18;0;3138;15;2;13;0;3123;33;174;2098;262;7;108;1;4;428;3;5;6
26;"143308";"gmina wiejska";"gm. Stoczek";"węgrowski";"mazowieckie";3592;4078;1047;2545;1;23;22;22;0;0;0;0;22;2567;22;0;2567;11;3;8;0;2556;24;136;1716;271;4;76;6;4;315;2;2;6
26;"143309";"gmina wiejska";"gm. Wierzbno";"węgrowski";"mazowieckie";2058;2263;612;1446;3;17;7;7;0;0;0;0;7;1453;7;0;1453;11;1;10;0;1442;15;72;1043;91;5;40;4;1;169;0;2;4
21;"143401";"gmina miejska";"m. Kobyłka";"wołomiński";"mazowieckie";16513;17998;3386;13135;23;126;126;117;6;0;0;0;113;13247;113;6;13241;31;11;20;0;13210;258;973;5571;2285;42;249;34;29;3706;23;40;15
21;"143402";"gmina miejska";"m. Marki";"wołomiński";"mazowieckie";21193;25717;3252;17941;11;187;222;211;0;0;0;0;211;18152;211;3;18149;52;13;39;0;18097;326;1469;6939;2850;44;309;24;25;6020;34;57;14
21;"143403";"gmina miejska";"m. Ząbki";"wołomiński";"mazowieckie";23508;26077;4914;18591;4;195;166;152;3;0;0;0;149;18702;149;2;18700;56;16;40;0;18644;402;1590;6680;3033;46;414;21;35;6321;47;55;14
21;"143404";"gmina miejska";"m. Zielonka";"wołomiński";"mazowieckie";11186;13483;1200;9986;5;83;110;107;2;0;0;0;105;10091;105;0;10091;38;14;24;0;10053;211;773;4035;1405;30;180;7;25;3333;19;35;12
21;"143405";"gmina wiejska";"gm. Dąbrówka";"wołomiński";"mazowieckie";4846;6339;235;4612;0;70;23;23;0;0;0;0;23;4635;23;0;4635;24;2;22;0;4611;58;237;3130;438;7;97;4;4;624;2;10;7
21;"143406";"gmina wiejska";"gm. Jadów";"wołomiński";"mazowieckie";4603;6282;722;3881;1;95;38;36;1;0;0;0;35;3916;35;0;3916;17;7;10;0;3899;45;202;2299;449;5;90;2;6;795;1;5;10
21;"143407";"gmina wiejska";"gm. Klembów";"wołomiński";"mazowieckie";5977;7731;592;5385;5;23;44;44;0;0;0;0;44;5429;44;0;5429;32;12;20;0;5397;94;335;3255;687;7;100;8;9;883;4;15;8
21;"143408";"gmina wiejska";"gm. Poświętne";"wołomiński";"mazowieckie";3813;4874;564;3249;1;19;26;25;1;0;0;0;24;3273;24;0;3273;24;7;17;0;3249;23;217;2345;271;11;50;1;3;318;2;8;6
21;"143409";"gmina miejsko-wiejska";"gm. Radzymin";"wołomiński";"mazowieckie";16490;20297;2194;14296;3;169;173;171;8;0;4;0;159;14446;159;2;14444;37;9;28;0;14407;228;1040;7425;1773;43;279;12;22;3545;16;24;13
21;"143410";"gmina wiejska";"gm. Strachówka";"wołomiński";"mazowieckie";1751;2290;363;1388;6;20;8;8;0;0;0;0;8;1396;8;0;1396;8;1;7;0;1388;18;55;943;136;2;36;1;3;193;0;1;5
21;"143411";"gmina miejsko-wiejska";"gm. Tłuszcz";"wołomiński";"mazowieckie";12840;15539;2466;10374;1;46;70;68;0;0;0;0;68;10441;68;0;10441;52;15;37;0;10389;146;612;6235;1317;16;223;6;15;1790;10;19;15
21;"143412";"gmina miejsko-wiejska";"gm. Wołomin";"wołomiński";"mazowieckie";33013;39337;5222;27791;6;134;220;207;4;0;1;0;202;27994;202;25;27969;79;23;56;0;27890;542;2040;13250;3885;67;522;53;58;7370;22;81;29
23;"143501";"gmina wiejska";"gm. Brańszczyk";"wyszkowski";"mazowieckie";5029;6823;757;4272;8;57;35;34;0;0;0;0;34;4306;34;0;4306;11;5;6;0;4295;42;324;2810;377;8;129;3;4;591;3;4;9
23;"143502";"gmina wiejska";"gm. Długosiodło";"wyszkowski";"mazowieckie";5519;6190;1727;3792;4;45;27;27;3;0;0;0;24;3816;24;0;3816;14;2;12;0;3802;40;239;2435;382;5;145;4;0;547;0;5;6
23;"143503";"gmina wiejska";"gm. Rząśnik";"wyszkowski";"mazowieckie";4990;5539;1296;3694;3;40;26;25;2;0;0;0;23;3717;23;0;3717;16;10;6;0;3701;38;271;2606;286;5;127;5;4;355;0;4;9
23;"143504";"gmina wiejska";"gm. Somianka";"wyszkowski";"mazowieckie";4199;4710;992;3207;2;53;23;22;3;0;0;1;19;3226;19;0;3226;20;4;16;0;3206;31;200;2044;260;4;167;1;2;495;0;2;7
23;"143505";"gmina miejsko-wiejska";"gm. Wyszków";"wyszkowski";"mazowieckie";27898;30815;7523;20373;68;168;75;74;0;0;0;0;74;20444;74;0;20444;58;18;40;0;20386;294;1854;10407;2583;39;453;27;32;4633;18;46;28
23;"143506";"gmina wiejska";"gm. Zabrodzie";"wyszkowski";"mazowieckie";4168;4717;1076;3092;0;45;44;44;2;0;0;0;42;3134;42;0;3134;11;5;6;0;3123;29;174;2001;349;3;76;4;1;475;2;9;5
25;"143601";"gmina wiejska";"gm. Kazanów";"zwoleński";"mazowieckie";3276;3658;983;2293;9;12;12;12;0;0;0;0;12;2305;12;0;2305;10;4;6;0;2295;31;127;1667;179;0;82;1;2;202;0;4;6
25;"143602";"gmina wiejska";"gm. Policzna";"zwoleński";"mazowieckie";4150;4613;1490;2660;9;14;57;57;0;0;0;0;57;2717;57;0;2717;18;4;14;0;2699;32;169;1817;236;7;109;3;0;322;1;3;5
25;"143603";"gmina wiejska";"gm. Przyłęk";"zwoleński";"mazowieckie";4503;4940;1643;2860;1;20;8;8;0;0;0;0;8;2868;8;0;2868;12;3;9;0;2856;39;151;2079;198;7;93;2;0;283;0;4;7
25;"143604";"gmina wiejska";"gm. Tczów";"zwoleński";"mazowieckie";2892;3851;518;2374;0;9;29;29;0;0;0;0;29;2403;29;0;2403;10;4;6;0;2393;18;133;1770;169;4;123;5;3;165;2;1;5
25;"143605";"gmina miejsko-wiejska";"gm. Zwoleń";"zwoleński";"mazowieckie";11155;12026;3729;7426;5;46;102;99;5;0;0;0;94;7520;94;1;7519;15;3;12;0;7504;118;485;4611;707;11;235;9;7;1296;11;14;14
22;"143701";"gmina miejsko-wiejska";"gm. Bieżuń";"żuromiński";"mazowieckie";3614;3935;1332;2282;0;20;41;41;2;0;0;0;39;2321;39;0;2321;7;3;4;0;2314;38;105;1529;180;4;110;1;1;344;1;1;3
22;"143702";"gmina wiejska";"gm. Kuczbork-Osada";"żuromiński";"mazowieckie";2864;3745;703;2161;10;13;8;8;0;0;1;0;7;2168;7;1;2167;9;1;8;0;2158;31;121;1265;249;3;132;3;4;343;3;4;4
22;"143703";"gmina miejsko-wiejska";"gm. Lubowidz";"żuromiński";"mazowieckie";5023;5468;1835;3188;13;24;8;8;0;0;0;0;8;3196;8;0;3196;20;10;10;0;3176;56;125;1927;355;8;112;2;4;577;5;5;5
22;"143704";"gmina wiejska";"gm. Lutocin";"żuromiński";"mazowieckie";2676;3535;741;1935;0;25;9;9;1;0;0;0;8;1943;8;0;1943;4;0;4;0;1939;15;86;1344;174;1;86;1;0;228;2;2;4
22;"143705";"gmina wiejska";"gm. Siemiątkowo";"żuromiński";"mazowieckie";2522;2824;948;1574;12;2;14;14;0;0;0;0;14;1588;14;0;1588;9;1;8;0;1579;19;58;1168;100;5;101;0;2;125;0;1;3
22;"143706";"gmina miejsko-wiejska";"gm. Żuromin";"żuromiński";"mazowieckie";10524;11440;3509;7016;7;42;54;54;5;0;0;0;49;7064;49;0;7064;30;6;24;0;7034;118;319;3523;854;10;323;8;3;1854;4;18;10
24;"143801";"gmina miejska";"m. Żyrardów";"żyrardowski";"mazowieckie";27582;29896;7361;20221;4;108;164;158;6;0;5;0;147;20363;147;2;20361;62;20;42;0;20299;457;1227;8411;2799;51;377;21;35;6834;27;60;24
24;"143802";"gmina miejsko-wiejska";"gm. Mszczonów";"żyrardowski";"mazowieckie";8181;8994;2327;5854;10;61;16;16;3;0;0;0;13;5867;13;0;5867;16;8;8;0;5851;99;420;3217;719;16;142;7;4;1211;4;12;14
24;"143803";"gmina wiejska";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";6195;6910;1820;4379;1;28;33;33;11;0;0;0;22;4401;22;1;4400;14;4;10;0;4386;73;284;2355;581;7;99;4;11;946;6;20;9
24;"143804";"gmina wiejska";"gm. Radziejowice";"żyrardowski";"mazowieckie";4020;4581;816;3204;8;38;25;25;1;0;0;0;24;3228;24;0;3228;8;3;5;0;3220;55;186;1501;432;13;86;4;3;922;5;13;6
24;"143805";"gmina wiejska";"gm. Wiskitki";"żyrardowski";"mazowieckie";7082;7907;2128;4954;1;32;57;57;0;2;0;0;55;5009;55;0;5009;17;6;11;0;4992;83;360;2877;599;15;131;10;9;890;5;13;9
23;"146101";"gmina miejska";"m. Ostrołęka";"Ostrołęka";"mazowieckie";35615;39716;10376;25240;14;171;172;155;0;0;1;0;154;25394;154;0;25394;60;24;36;0;25334;420;2039;12330;3452;55;541;29;39;6337;26;66;29
24;"146201";"gmina miejska";"m. Płock";"Płock";"mazowieckie";84629;91792;24599;60030;35;302;284;270;2;0;0;2;266;60289;266;3;60286;151;53;98;0;60135;1330;3646;24639;7504;110;1445;57;78;21115;101;110;70
25;"146301";"gmina miejska";"m. Radom";"Radom";"mazowieckie";146590;158298;42690;103896;42;511;965;888;29;1;4;4;850;104736;850;8;104728;315;106;209;0;104413;1969;7899;49401;12113;188;1942;104;158;30263;162;214;114
